"IANA_Name","Win_DisplayName","Daylight_Start","Daylight_End","Offset"
"Europe/Madrid","(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Malta","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Mariehamn","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Minsk","(UTC+03:00) Minsk","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Europe/Minsk","(UTC+03:00) Minsk","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Europe/Monaco","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Moscow","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Europe/Moscow","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Europe/Moscow","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Europe/Moscow","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Europe/Moscow","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Europe/Oslo","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Paris","(UTC+01:00) Brussels, Copenhagen, Madrid, Paris","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Podgorica","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Prague","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Riga","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Rome","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Samara","(UTC+04:00) Izhevsk, Samara","At 03:00 on Friday,Week 1 of Jan (2010)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Europe/Samara","(UTC+04:00) Izhevsk, Samara","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2009)","01:00:00"
"Europe/Samara","(UTC+04:00) Izhevsk, Samara","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Europe/Sarajevo","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Saratov","(UTC+04:00) Saratov","At 03:00 on Friday,Week 1 of Jan (2016)","At 04:00 on Sunday,Week 1 of Dec (2016)","-01:00:00"
"Europe/Saratov","(UTC+04:00) Saratov","At 03:00 on Sunday,Week 1 of Jan (2015)","At 04:00 on Sunday,Week 1 of Jan (2015)","00:00:00"
"Europe/Saratov","(UTC+04:00) Saratov","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Europe/Saratov","(UTC+04:00) Saratov","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Europe/Saratov","(UTC+04:00) Saratov","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Europe/Simferopol","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Sunday,Week 1 of Jan (2012)","At 04:00 on Sunday,Week 1 of Jan (2012)","00:00:00"
"Europe/Simferopol","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Sunday,Week 1 of Jan (2013)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Europe/Simferopol","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Europe/Simferopol","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Europe/Simferopol","(UTC+03:00) Moscow, St. Petersburg","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Europe/Skopje","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Sofia","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Stockholm","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Tallinn","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Tirane","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Ulyanovsk","(UTC+04:00) Astrakhan, Ulyanovsk","At 03:00 on Friday,Week 1 of Jan (2016)","At 04:00 on Sunday,Week 5 of Mar (2016)","-01:00:00"
"Europe/Ulyanovsk","(UTC+04:00) Astrakhan, Ulyanovsk","At 03:00 on Sunday,Week 1 of Jan (2015)","At 04:00 on Sunday,Week 1 of Jan (2015)","00:00:00"
"Europe/Ulyanovsk","(UTC+04:00) Astrakhan, Ulyanovsk","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Europe/Ulyanovsk","(UTC+04:00) Astrakhan, Ulyanovsk","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Europe/Ulyanovsk","(UTC+04:00) Astrakhan, Ulyanovsk","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Europe/Vienna","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Vilnius","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Volgograd","(UTC+04:00) Volgograd","At 03:00 on Monday,Week 1 of Jan (2018)","At 04:00 on Sunday,Week 5 of Oct (2018)","-01:00:00"
"Europe/Volgograd","(UTC+04:00) Volgograd","At 03:00 on Sunday,Week 1 of Jan (2015)","At 04:00 on Sunday,Week 1 of Jan (2015)","00:00:00"
"Europe/Volgograd","(UTC+04:00) Volgograd","At 03:00 on Sunday,Week 1 of Jan (2016)","At 04:00 on Sunday,Week 1 of Jan (2016)","00:00:00"
"Europe/Volgograd","(UTC+04:00) Volgograd","At 03:00 on Sunday,Week 1 of Jan (2017)","At 04:00 on Sunday,Week 1 of Jan (2017)","00:00:00"
"Europe/Volgograd","(UTC+04:00) Volgograd","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (2010)","01:00:00"
"Europe/Volgograd","(UTC+04:00) Volgograd","At 03:00 on Sunday,Week 5 of Mar (2011)","At 04:00 on Saturday,Week 1 of Jan (2011)","01:00:00"
"Europe/Volgograd","(UTC+04:00) Volgograd","At 03:00 on Wednesday,Week 1 of Jan (2014)","At 04:00 on Sunday,Week 5 of Oct (2014)","01:00:00"
"Europe/Warsaw","(UTC+01:00) Sarajevo, Skopje, Warsaw, Zagreb","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Zagreb","(UTC+01:00) Belgrade, Bratislava, Budapest, Ljubljana, Prague","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Zaporozhye","(UTC+02:00) Helsinki, Kyiv, Riga, Sofia, Tallinn, Vilnius","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Europe/Zurich","(UTC+01:00) Amsterdam, Berlin, Bern, Rome, Stockholm, Vienna","At 03:00 on Sunday,Week 5 of Mar (0001)","At 04:00 on Sunday,Week 5 of Oct (9999)","01:00:00"
"Indian/Antananarivo","(UTC+03:00) Nairobi",,,
"Indian/Chagos","(UTC+06:00) Astana",,,
"Indian/Christmas","(UTC+07:00) Bangkok, Hanoi, Jakarta",,,
"Indian/Cocos","(UTC+06:30) Yangon (Rangoon)",,,
"Indian/Comoro","(UTC+03:00) Nairobi",,,
"Indian/Mahe","(UTC+04:00) Port Louis","At 03:00 on Sunday,Week 5 of Oct (2008)","At 04:00 on Tuesday,Week 1 of Jan (2008)","01:00:00"
"Indian/Mahe","(UTC+04:00) Port Louis","At 03:00 on Thursday,Week 1 of Jan (2009)","At 04:00 on Sunday,Week 5 of Mar (2009)","01:00:00"
"Indian/Maldives","(UTC+05:00) Ashgabat, Tashkent",,,
"Indian/Mauritius","(UTC+04:00) Port Louis","At 03:00 on Sunday,Week 5 of Oct (2008)","At 04:00 on Tuesday,Week 1 of Jan (2008)","01:00:00"
"Indian/Mauritius","(UTC+04:00) Port Louis","At 03:00 on Thursday,Week 1 of Jan (2009)","At 04:00 on Sunday,Week 5 of Mar (2009)","01:00:00"
"Indian/Mayotte","(UTC+03:00) Nairobi",,,
"Indian/Reunion","(UTC+04:00) Port Louis","At 03:00 on Sunday,Week 5 of Oct (2008)","At 04:00 on Tuesday,Week 1 of Jan (2008)","01:00:00"
"Indian/Reunion","(UTC+04:00) Port Louis","At 03:00 on Thursday,Week 1 of Jan (2009)","At 04:00 on Sunday,Week 5 of Mar (2009)","01:00:00"
"Pacific/Apia","(UTC+13:00) Samoa","At 03:00 on Saturday,Week 4 of Sep (2011)","At 04:00 on Saturday,Week 1 of Apr (2011)","01:00:00"
"Pacific/Apia","(UTC+13:00) Samoa","At 03:00 on Sunday,Week 1 of Jan (0001)","At 04:00 on Sunday,Week 1 of Jan (2009)","00:00:00"
"Pacific/Apia","(UTC+13:00) Samoa","At 03:00 on Sunday,Week 5 of Sep (2010)","At 04:00 on Friday,Week 1 of Jan (2010)","01:00:00"
"Pacific/Apia","(UTC+13:00) Samoa","At 03:00 on Sunday,Week 5 of Sep (2012)","At 04:00 on Sunday,Week 1 of Apr (9999)","01:00:00"
"Pacific/Auckland","(UTC+12:00) Auckland, Wellington","At 03:00 on Sunday,Week 1 of Oct (0001)","At 04:00 on Sunday,Week 3 of Mar (2006)","01:00:00"
"Pacific/Auckland","(UTC+12:00) Auckland, Wellington","At 03:00 on Sunday,Week 5 of Sep (2007)","At 04:00 on Sunday,Week 3 of Mar (2007)","01:00:00"
"Pacific/Auckland","(UTC+12:00) Auckland, Wellington","At 03:00 on Sunday,Week 5 of Sep (2008)","At 04:00 on Sunday,Week 1 of Apr (9999)","01:00:00"
"Pacific/Bougainville","(UTC+11:00) Bougainville Island","At 03:00 on Sunday,Week 1 of Jan (0001)","At 04:00 on Sunday,Week 1 of Jan (2013)","00:00:00"
"Pacific/Bougainville","(UTC+11:00) Bougainville Island","At 03:00 on Sunday,Week 5 of Dec (2014)","At 04:00 on Wednesday,Week 1 of Jan (2014)","01:00:00"
"Pacific/Chatham","(UTC+12:45) Chatham Islands","At 03:00 on Sunday,Week 1 of Oct (0001)","At 04:00 on Sunday,Week 3 of Mar (2006)","01:00:00"
"Pacific/Chatham","(UTC+12:45) Chatham Islands","At 03:00 on Sunday,Week 5 of Sep (2007)","At 04:00 on Sunday,Week 3 of Mar (2007)","01:00:00"
"Pacific/Chatham","(UTC+12:45) Chatham Islands","At 03:00 on Sunday,Week 5 of Sep (2008)","At 04:00 on Sunday,Week 1 of Apr (9999)","01:00:00"
"Pacific/Chuuk","(UTC+10:00) Guam, Port Moresby",,,
"Pacific/Easter","(UTC-06:00) Easter Island","At 03:00 on Saturday,Week 1 of Sep (2012)","At 04:00 on Saturday,Week 5 of Apr (2012)","01:00:00"
"Pacific/Easter","(UTC-06:00) Easter Island","At 03:00 on Saturday,Week 1 of Sep (2013)","At 04:00 on Saturday,Week 5 of Apr (2013)","01:00:00"
"Pacific/Easter","(UTC-06:00) Easter Island","At 03:00 on Saturday,Week 1 of Sep (2014)","At 04:00 on Saturday,Week 5 of Apr (2014)","01:00:00"
"Pacific/Easter","(UTC-06:00) Easter Island","At 03:00 on Saturday,Week 1 of Sep (2019)","At 04:00 on Saturday,Week 1 of Apr (9999)","01:00:00"
"Pacific/Easter","(UTC-06:00) Easter Island","At 03:00 on Saturday,Week 2 of Aug (2016)","At 04:00 on Saturday,Week 2 of May (2016)","01:00:00"
"Pacific/Easter","(UTC-06:00) Easter Island","At 03:00 on Saturday,Week 2 of Aug (2017)","At 04:00 on Saturday,Week 2 of May (2017)","01:00:00"
"Pacific/Easter","(UTC-06:00) Easter Island","At 03:00 on Saturday,Week 2 of Aug (2018)","At 04:00 on Saturday,Week 2 of May (2018)","01:00:00"
"Pacific/Easter","(UTC-06:00) Easter Island","At 03:00 on Saturday,Week 2 of Oct (0001)","At 04:00 on Saturday,Week 2 of Mar (2007)","01:00:00"
"Pacific/Easter","(UTC-06:00) Easter Island","At 03:00 on Saturday,Week 2 of Oct (2008)","At 04:00 on Saturday,Week 5 of Mar (2008)","01:00:00"
"Pacific/Easter","(UTC-06:00) Easter Island","At 03:00 on Saturday,Week 2 of Oct (2009)","At 04:00 on Saturday,Week 2 of Mar (2009)","01:00:00"
"Pacific/Easter","(UTC-06:00) Easter Island","At 03:00 on Saturday,Week 2 of Oct (2010)","At 04:00 on Saturday,Week 1 of Apr (2010)","01:00:00"
"Pacific/Easter","(UTC-06:00) Easter Island","At 03:00 on Saturday,Week 3 of Aug (2011)","At 04:00 on Saturday,Week 1 of May (2011)","01:00:00"
"Pacific/Easter","(UTC-06:00) Easter Island","At 03:00 on Sunday,Week 1 of Jan (2015)","At 04:00 on Sunday,Week 1 of Jan (2015)","00:00:00"
"Pacific/Efate","(UTC+11:00) Solomon Is., New Caledonia",,,
"Pacific/Enderbury","(UTC+13:00) Coordinated Universal Time+13",,,
"Pacific/Fiji","(UTC+12:00) Fiji","At 03:00 on Sunday,Week 1 of Nov (2014)","At 04:00 on Sunday,Week 3 of Jan (2014)","01:00:00"
"Pacific/Fiji","(UTC+12:00) Fiji","At 03:00 on Sunday,Week 1 of Nov (2015)","At 04:00 on Sunday,Week 3 of Jan (2015)","01:00:00"
"Pacific/Fiji","(UTC+12:00) Fiji","At 03:00 on Sunday,Week 1 of Nov (2016)","At 04:00 on Sunday,Week 3 of Jan (2016)","01:00:00"
"Pacific/Fiji","(UTC+12:00) Fiji","At 03:00 on Sunday,Week 1 of Nov (2017)","At 04:00 on Sunday,Week 3 of Jan (2017)","01:00:00"
"Pacific/Fiji","(UTC+12:00) Fiji","At 03:00 on Sunday,Week 1 of Nov (2018)","At 04:00 on Sunday,Week 2 of Jan (2018)","01:00:00"
"Pacific/Fiji","(UTC+12:00) Fiji","At 03:00 on Sunday,Week 2 of Nov (2019)","At 04:00 on Sunday,Week 2 of Jan (2019)","01:00:00"
"Pacific/Fiji","(UTC+12:00) Fiji","At 03:00 on Sunday,Week 2 of Nov (2020)","At 04:00 on Sunday,Week 2 of Jan (2020)","01:00:00"
"Pacific/Fiji","(UTC+12:00) Fiji","At 03:00 on Sunday,Week 2 of Nov (2021)","At 04:00 on Sunday,Week 3 of Jan (9999)","01:00:00"
"Pacific/Fiji","(UTC+12:00) Fiji","At 03:00 on Sunday,Week 3 of Oct (2012)","At 04:00 on Sunday,Week 4 of Jan (2012)","01:00:00"
"Pacific/Fiji","(UTC+12:00) Fiji","At 03:00 on Sunday,Week 4 of Oct (2010)","At 04:00 on Sunday,Week 5 of Mar (2010)","01:00:00"
"Pacific/Fiji","(UTC+12:00) Fiji","At 03:00 on Sunday,Week 4 of Oct (2011)","At 04:00 on Sunday,Week 1 of Mar (2011)","01:00:00"
"Pacific/Fiji","(UTC+12:00) Fiji","At 03:00 on Sunday,Week 4 of Oct (2013)","At 04:00 on Sunday,Week 3 of Jan (2013)","01:00:00"
"Pacific/Fiji","(UTC+12:00) Fiji","At 03:00 on Sunday,Week 5 of Nov (2009)","At 04:00 on Thursday,Week 1 of Jan (2009)","01:00:00"
"Pacific/Funafuti","(UTC+12:00) Coordinated Universal Time+12",,,
"Pacific/Galapagos","(UTC-06:00) Central America",,,
"Pacific/Gambier","(UTC-09:00) Coordinated Universal Time-09",,,
"Pacific/Guadalcanal","(UTC+11:00) Solomon Is., New Caledonia",,,
"Pacific/Guam","(UTC+10:00) Guam, Port Moresby",,,
"Pacific/Honolulu","(UTC-10:00) Hawaii",,,
"Pacific/Kiritimati","(UTC+14:00) Kiritimati Island",,,
"Pacific/Kosrae","(UTC+11:00) Solomon Is., New Caledonia",,,
"Pacific/Kwajalein","(UTC+12:00) Coordinated Universal Time+12",,,
"Pacific/Majuro","(UTC+12:00) Coordinated Universal Time+12",,,
"Pacific/Marquesas","(UTC-09:30) Marquesas Islands",,,
"Pacific/Midway","(UTC-11:00) Coordinated Universal Time-11",,,
"Pacific/Nauru","(UTC+12:00) Coordinated Universal Time+12",,,
"Pacific/Niue","(UTC-11:00) Coordinated Universal Time-11",,,
"Pacific/Norfolk","(UTC+11:00) Norfolk Island","At 03:00 on Sunday,Week 1 of Jan (0001)","At 04:00 on Sunday,Week 1 of Jan (2014)","00:00:00"
"Pacific/Norfolk","(UTC+11:00) Norfolk Island","At 03:00 on Sunday,Week 1 of Oct (2019)","At 04:00 on Tuesday,Week 1 of Jan (2019)","01:00:00"
"Pacific/Norfolk","(UTC+11:00) Norfolk Island","At 03:00 on Sunday,Week 1 of Oct (2020)","At 04:00 on Sunday,Week 1 of Apr (9999)","01:00:00"
"Pacific/Norfolk","(UTC+11:00) Norfolk Island","At 03:00 on Thursday,Week 1 of Jan (2015)","At 04:00 on Sunday,Week 1 of Oct (2015)","00:30:00"
"Pacific/Noumea","(UTC+11:00) Solomon Is., New Caledonia",,,
"Pacific/Pago_Pago","(UTC-11:00) Coordinated Universal Time-11",,,
"Pacific/Palau","(UTC+09:00) Osaka, Sapporo, Tokyo",,,
"Pacific/Pohnpei","(UTC+11:00) Solomon Is., New Caledonia",,,
"Pacific/Port_Moresby","(UTC+10:00) Guam, Port Moresby",,,
"Pacific/Rarotonga","(UTC-10:00) Hawaii",,,
"Pacific/Saipan","(UTC+10:00) Guam, Port Moresby",,,
"Pacific/Tahiti","(UTC-10:00) Hawaii",,,
"Pacific/Tarawa","(UTC+12:00) Coordinated Universal Time+12",,,
"Pacific/Tongatapu","(UTC+13:00) Nuku'alofa","At 03:00 on Sunday,Week 1 of Jan (2017)","At 04:00 on Sunday,Week 3 of Jan (2017)","01:00:00"
"Pacific/Tongatapu","(UTC+13:00) Nuku'alofa","At 03:00 on Sunday,Week 1 of Nov (2016)","At 04:00 on Friday,Week 1 of Jan (2016)","01:00:00"
"Pacific/Wake","(UTC+12:00) Coordinated Universal Time+12",,,
"Pacific/Wallis","(UTC+12:00) Coordinated Universal Time+12",,,
